Signals=time	schematic1.osc	schematic1.direccion	schematic1.eprom_insreg	schematic1.insreg_deco	schematic1.deco_alu	schematic1.constate_mux	schematic1.entrada_b	schematic1.entrada_alu	schematic1.wreg_alu	schematic1.ir_addmux_direct	schematic1.bus_datos	schematic1.alu_status	schematic1.bit_opera	schematic1.n05060	schematic1.n02391	schematic1.n02384	schematic1.n10878	schematic1.n20956	schematic1.n10838
Radix=ns	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex
Type	IN	IN	I/O	I/O	I/O	I/O	IN	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O
Width	1	13	14	7	5	8	8	8	8	7	8	3	3	1	1	1	1	1	1
      8750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9000	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9010	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9020	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9030	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9040	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9050	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9060	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9070	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9080	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9090	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9100	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9110	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9120	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9130	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9140	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9150	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9160	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9170	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9180	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9190	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9200	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9210	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9220	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9230	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9240	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9250	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9260	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9270	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9280	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9290	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9300	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      9930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      9950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      9970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      9990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
